Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
EASTVALE,35 Pasir Ris Drive 3  #02-05 ,1,99,Strata,825000,-,8333,774,2012-07,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519493,East Region,Pasir Ris
EASTVALE,33 Pasir Ris Drive 3  #07-08 ,1,113,Strata,900800,-,7972,741,2012-07,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519492,East Region,Pasir Ris
THE EDEN AT TAMPINES,23 Tampines Street 34  #05-14 ,1,115,Strata,955000,-,8304,771,2012-07,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529233,East Region,Tampines
SIMEI GREEN CONDOMINIUM,5 Simei Street 4  #01-02 ,1,145,Strata,1038000,-,7159,665,2012-06,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529863,East Region,Tampines
SIMEI GREEN CONDOMINIUM,11 Simei Street 4  #11-07 ,1,158,Strata,1100000,-,6962,647,2012-06,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529866,East Region,Tampines
PINEVALE,4 Tampines Street 73  #03-03 ,1,120,Strata,905000,-,7542,701,2012-06,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528824,East Region,Tampines
THE EDEN AT TAMPINES,35 Tampines Street 34  #03-40 ,1,126,Strata,1011000,-,8024,745,2012-06,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529239,East Region,Tampines
PINEVALE,6 Tampines Street 73  #11-04 ,1,119,Strata,915000,-,7689,714,2012-06,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528825,East Region,Tampines
THE ESPARIS,7A Pasir Ris Drive 4  #04-09 ,1,120,Strata,985000,-,8208,763,2012-06,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519460,East Region,Pasir Ris
WHITEWATER,23 Pasir Ris Street 72  #12-05 ,1,105,Strata,838000,-,7981,741,2012-06,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518765,East Region,Pasir Ris
EASTVALE,33 Pasir Ris Drive 3  #04-01 ,1,102,Strata,850000,-,8333,774,2012-06,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519492,East Region,Pasir Ris
WHITEWATER,23 Pasir Ris Street 72  #07-05 ,1,105,Strata,903000,-,8600,799,2012-06,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518765,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #08-02 ,1,111,Strata,995800,-,8971,833,2012-06,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529865,East Region,Tampines
SIMEI GREEN CONDOMINIUM,3 Simei Street 4  #10-07 ,1,111,Strata,1025000,-,9234,858,2012-06,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529862,East Region,Tampines
WHITEWATER,21 Pasir Ris Street 72  #15-01 ,1,106,Strata,900000,-,8491,789,2012-06,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518764,East Region,Pasir Ris
WHITEWATER,25 Pasir Ris Street 72  #09-09 ,1,106,Strata,895000,-,8443,784,2012-06,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris
THE EDEN AT TAMPINES,25 Tampines Street 34  #07-20 ,1,80,Strata,780000,-,9750,906,2012-06,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529234,East Region,Tampines
SIMEI GREEN CONDOMINIUM,5 Simei Street 4  #03-03 ,1,90,Strata,825000,-,9167,852,2012-05,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529863,East Region,Tampines
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #08-03 ,1,90,Strata,860000,-,9556,888,2012-05,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529864,East Region,Tampines
EASTVALE,37 Pasir Ris Drive 3  #09-04 ,1,102,Strata,888000,-,8706,809,2012-05,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519494,East Region,Pasir Ris
THE ESPARIS,9B Pasir Ris Drive 4  #07-25 ,1,136,Strata,1040000,-,7647,710,2012-05,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519464,East Region,Pasir Ris
WHITEWATER,33 Pasir Ris Street 72  #15-25 ,1,105,Strata,905000,-,8619,801,2012-05,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518770,East Region,Pasir Ris
THE EDEN AT TAMPINES,25 Tampines Street 34  #10-16 ,1,189,Strata,1300000,-,6878,639,2012-05,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529234,East Region,Tampines
THE EDEN AT TAMPINES,35 Tampines Street 34  #06-39 ,1,126,Strata,1030000,-,8175,759,2012-05,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529239,East Region,Tampines
SIMEI GREEN CONDOMINIUM,3 Simei Street 4  #01-05 ,1,148,Strata,1028000,-,6946,645,2012-05,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529862,East Region,Tampines
PINEVALE,8 Tampines Street 73  #01-03 ,1,155,Strata,1132000,-,7303,678,2012-05,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528826,East Region,Tampines
THE ESPARIS,7 Pasir Ris Drive 4  #10-05 ,1,225,Strata,1615000,-,7178,667,2012-05,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519459,East Region,Pasir Ris
THE ESPARIS,9A Pasir Ris Drive 4  #03-19 ,1,136,Strata,1045000,-,7684,714,2012-05,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519463,East Region,Pasir Ris
THE ESPARIS,7 Pasir Ris Drive 4  #05-02 ,1,109,Strata,860000,-,7890,733,2012-05,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519459,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,5 Simei Street 4  #08-07 ,1,111,Strata,980000,-,8829,820,2012-05,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529863,East Region,Tampines
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #07-07 ,1,111,Strata,955000,-,8604,799,2012-05,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529864,East Region,Tampines
SIMEI GREEN CONDOMINIUM,5 Simei Street 4  #05-06 ,1,90,Strata,880000,-,9778,908,2012-05,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529863,East Region,Tampines
PINEVALE,6 Tampines Street 73  #09-03 ,1,119,Strata,1234568,-,10375,964,2012-05,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528825,East Region,Tampines
THE EDEN AT TAMPINES,25 Tampines Street 34  #02-16 ,1,116,Strata,930000,-,8017,745,2012-04,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529234,East Region,Tampines
SIMEI GREEN CONDOMINIUM,11 Simei Street 4  #10-07 ,1,111,Strata,968000,-,8721,810,2012-04,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529866,East Region,Tampines
SIMEI GREEN CONDOMINIUM,15 Simei Street 4  #06-07 ,1,111,Strata,945000,-,8514,791,2012-04,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529868,East Region,Tampines
THE ESPARIS,9 Pasir Ris Drive 4  #08-16 ,1,123,Strata,980000,-,7967,740,2012-04,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519462,East Region,Pasir Ris
THE ESPARIS,7 Pasir Ris Drive 4  #09-01 ,1,123,Strata,970000,-,7886,733,2012-04,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519459,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,3 Simei Street 4  #03-05 ,1,116,Strata,945000,-,8147,757,2012-04,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529862,East Region,Tampines
THE ESPARIS,7A Pasir Ris Drive 4  #10-09 ,1,225,Strata,1590000,-,7067,657,2012-04,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519460,East Region,Pasir Ris
THE ESPARIS,9A Pasir Ris Drive 4  #10-20 ,1,225,Strata,1550000,-,6889,640,2012-04,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519463,East Region,Pasir Ris
WHITEWATER,21 Pasir Ris Street 72  #15-04 ,1,105,Strata,848000,-,8076,750,2012-04,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518764,East Region,Pasir Ris
THE EDEN AT TAMPINES,23 Tampines Street 34  #10-11 ,1,115,Strata,970000,-,8435,784,2012-04,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529233,East Region,Tampines
THE ESPARIS,9 Pasir Ris Drive 4  #10-15 ,1,225,Strata,1638000,-,7280,676,2012-04,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519462,East Region,Pasir Ris
THE ESPARIS,9 Pasir Ris Drive 4  #06-15 ,1,120,Strata,920000,-,7667,712,2012-04,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519462,East Region,Pasir Ris
PINEVALE,10 Tampines Street 73  #04-01 ,1,120,Strata,875000,-,7292,677,2012-04,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528827,East Region,Tampines
THE ESPARIS,7A Pasir Ris Drive 4  #10-10 ,1,227,Strata,1530000,-,6740,626,2012-04,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519460,East Region,Pasir Ris
PINEVALE,10 Tampines Street 73  #13-03 ,1,129,Strata,908800,-,7045,654,2012-04,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528827,East Region,Tampines
THE EDEN AT TAMPINES,27 Tampines Street 34  #09-25 ,1,115,Strata,950000,-,8261,767,2012-04,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529235,East Region,Tampines
THE EDEN AT TAMPINES,35 Tampines Street 34  #06-40 ,1,126,Strata,1000000,-,7937,737,2012-04,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529239,East Region,Tampines
PINEVALE,6 Tampines Street 73  #14-01 ,1,120,Strata,918000,-,7650,711,2012-03,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528825,East Region,Tampines
PINEVALE,4 Tampines Street 73  #06-03 ,1,120,Strata,875000,-,7292,677,2012-03,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528824,East Region,Tampines
WHITEWATER,25 Pasir Ris Street 72  #04-09 ,1,106,Strata,858000,-,8094,752,2012-03,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518766,East Region,Pasir Ris
WHITEWATER,31 Pasir Ris Street 72  #12-24 ,1,106,Strata,886000,-,8358,777,2012-03,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518769,East Region,Pasir Ris
THE EDEN AT TAMPINES,25 Tampines Street 34  #04-21 ,1,94,Strata,810000,-,8617,801,2012-03,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529234,East Region,Tampines
EASTVALE,33 Pasir Ris Drive 3  #10-05 ,1,111,Strata,920000,-,8288,770,2012-03,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519492,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,15 Simei Street 4  #04-08 ,1,126,Strata,973000,-,7722,717,2012-03,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529868,East Region,Tampines
EASTVALE,31 Pasir Ris Drive 3  #05-02 ,1,111,Strata,900000,-,8108,753,2012-03,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519491,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,3 Simei Street 4  #01-04 ,1,148,Strata,1000000,-,6757,628,2012-03,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529862,East Region,Tampines
THE EDEN AT TAMPINES,21 Tampines Street 34  #01-07 ,1,136,Strata,1125000,-,8272,768,2012-03,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529232,East Region,Tampines
SIMEI GREEN CONDOMINIUM,11 Simei Street 4  #07-06 ,1,90,Strata,848000,-,9422,875,2012-03,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529866,East Region,Tampines
WHITEWATER,25 Pasir Ris Street 72  #01-09 ,1,117,Strata,940000,-,8034,746,2012-03,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518766,East Region,Pasir Ris
THE EDEN AT TAMPINES,31 Tampines Street 34  #02-31 ,1,138,Strata,1090000,-,7899,734,2012-03,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529237,East Region,Tampines
WHITEWATER,25 Pasir Ris Street 72  #04-10 ,1,106,Strata,825000,-,7783,723,2012-03,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518766,East Region,Pasir Ris
THE EDEN AT TAMPINES,23 Tampines Street 34  #09-08 ,1,94,Strata,823500,-,8761,814,2012-03,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529233,East Region,Tampines
THE EDEN AT TAMPINES,25 Tampines Street 34  #05-20 ,1,80,Strata,766800,-,9585,890,2012-03,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529234,East Region,Tampines
WHITEWATER,27 Pasir Ris Street 72  #11-14 ,1,106,Strata,850000,-,8019,745,2012-03,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518767,East Region,Pasir Ris
THE EDEN AT TAMPINES,25 Tampines Street 34  #04-17 ,1,116,Strata,920000,-,7931,737,2012-03,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529234,East Region,Tampines
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #07-07 ,1,111,Strata,900000,-,8108,753,2012-03,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529865,East Region,Tampines
WHITEWATER,21 Pasir Ris Street 72  #12-04 ,1,105,Strata,855000,-,8143,756,2012-03,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518764,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #10-06 ,1,90,Strata,897000,-,9967,926,2012-02,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529861,East Region,Tampines
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #05-03 ,1,90,Strata,830000,-,9222,857,2012-02,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529861,East Region,Tampines
WHITEWATER,31 Pasir Ris Street 72  #13-24 ,1,105,Strata,880000,-,8381,779,2012-02,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518769,East Region,Pasir Ris
WHITEWATER,31 Pasir Ris Street 72  #08-22 ,1,106,Strata,880000,-,8302,771,2012-02,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518769,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,3 Simei Street 4  #06-07 ,1,111,Strata,900000,-,8108,753,2012-02,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529862,East Region,Tampines
WHITEWATER,27 Pasir Ris Street 72  #02-14 ,1,106,Strata,830000,-,7830,727,2012-02,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518767,East Region,Pasir Ris
THE EDEN AT TAMPINES,33 Tampines Street 34  #01-36 ,1,170,Strata,1180000,-,6941,645,2012-02,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529238,East Region,Tampines
THE ESPARIS,9B Pasir Ris Drive 4  #10-27 ,1,225,Strata,1490000,-,6622,615,2012-02,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519464,East Region,Pasir Ris
WHITEWATER,23 Pasir Ris Street 72  #06-05 ,1,105,Strata,860000,-,8190,761,2012-02,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518765,East Region,Pasir Ris
THE EDEN AT TAMPINES,31 Tampines Street 34  #05-32 ,1,138,Strata,1098000,-,7957,739,2012-01,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529237,East Region,Tampines
THE EDEN AT TAMPINES,33 Tampines Street 34  #08-36 ,1,138,Strata,1080000,-,7826,727,2012-01,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529238,East Region,Tampines
THE ESPARIS,9 Pasir Ris Drive 4  #06-16 ,1,123,Strata,960000,-,7805,725,2012-01,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519462,East Region,Pasir Ris
WHITEWATER,29 Pasir Ris Street 72  #04-17 ,1,112,Strata,810000,-,7232,672,2012-01,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518768,East Region,Pasir Ris
WHITEWATER,31 Pasir Ris Street 72  #09-22 ,1,106,Strata,900000,-,8491,789,2011-12,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518769,East Region,Pasir Ris
EASTVALE,31 Pasir Ris Drive 3  #09-07 ,1,102,Strata,920000,-,9020,838,2011-12,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519491,East Region,Pasir Ris
EASTVALE,31 Pasir Ris Drive 3  #07-07 ,1,102,Strata,900000,-,8824,820,2011-12,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519491,East Region,Pasir Ris
WHITEWATER,25 Pasir Ris Street 72  #02-12 ,1,119,Strata,870000,-,7311,679,2011-12,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris
EASTVALE,33 Pasir Ris Drive 3  #06-07 ,1,113,Strata,953000,-,8434,784,2011-12,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519492,East Region,Pasir Ris
PINEVALE,12 Tampines Street 73  #07-04 ,1,129,Strata,905000,-,7016,652,2011-12,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528828,East Region,Tampines
PINEVALE,10 Tampines Street 73  #08-01 ,1,120,Strata,938000,-,7817,726,2011-12,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528827,East Region,Tampines
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #07-05 ,1,116,Strata,960000,-,8276,769,2011-12,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529865,East Region,Tampines
EASTVALE,33 Pasir Ris Drive 3  #03-01 ,1,102,Strata,880000,-,8627,802,2011-12,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519492,East Region,Pasir Ris
WHITEWATER,25 Pasir Ris Street 72  #11-11 ,1,111,Strata,875000,-,7883,732,2011-12,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,5 Simei Street 4  #09-04 ,1,116,Strata,970000,-,8362,777,2011-12,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529863,East Region,Tampines
EASTVALE,31 Pasir Ris Drive 3  #06-07 ,1,102,Strata,823000,-,8069,750,2011-12,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519491,East Region,Pasir Ris
WHITEWATER,27 Pasir Ris Street 72  #07-14 ,1,106,Strata,875000,-,8255,767,2011-12,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518767,East Region,Pasir Ris
EASTVALE,39 Pasir Ris Drive 3  #02-02 ,1,119,Strata,890000,-,7479,695,2011-11,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519495,East Region,Pasir Ris
THE ESPARIS,9A Pasir Ris Drive 4  #07-20 ,1,120,Strata,930000,-,7750,720,2011-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519463,East Region,Pasir Ris
THE ESPARIS,9 Pasir Ris Drive 4  #03-13 ,1,123,Strata,933000,-,7585,705,2011-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519462,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #10-03 ,1,90,Strata,880000,-,9778,908,2011-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529864,East Region,Tampines
EASTVALE,33 Pasir Ris Drive 3  #09-04 ,1,102,Strata,843000,-,8265,768,2011-11,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519492,East Region,Pasir Ris
THE ESPARIS,9B Pasir Ris Drive 4  #09-25 ,1,136,Strata,1050000,-,7721,717,2011-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519464,East Region,Pasir Ris
WHITEWATER,21 Pasir Ris Street 72  #11-02 ,1,106,Strata,886800,-,8366,777,2011-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518764,East Region,Pasir Ris
WHITEWATER,25 Pasir Ris Street 72  #09-10 ,1,106,Strata,840000,-,7925,736,2011-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518766,East Region,Pasir Ris
WHITEWATER,33 Pasir Ris Street 72  #04-27 ,1,112,Strata,812000,-,7250,674,2011-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518770,East Region,Pasir Ris
THE EDEN AT TAMPINES,31 Tampines Street 34  #04-32 ,1,138,Strata,1100000,-,7971,741,2011-11,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529237,East Region,Tampines
THE EDEN AT TAMPINES,31 Tampines Street 34  #03-32 ,1,138,Strata,1100000,-,7971,741,2011-11,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529237,East Region,Tampines
WHITEWATER,33 Pasir Ris Street 72  #12-25 ,1,107,Strata,890000,-,8318,773,2011-10,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518770,East Region,Pasir Ris
THE ESPARIS,9B Pasir Ris Drive 4  #02-26 ,1,139,Strata,935000,-,6727,625,2011-10,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519464,East Region,Pasir Ris
THE ESPARIS,7A Pasir Ris Drive 4  #03-10 ,1,120,Strata,935000,-,7792,724,2011-10,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519460,East Region,Pasir Ris
WHITEWATER,27 Pasir Ris Street 72  #15-13 ,1,111,Strata,880000,-,7928,737,2011-10,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518767,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #09-08 ,1,126,Strata,1033000,-,8198,762,2011-10,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529864,East Region,Tampines
WHITEWATER,27 Pasir Ris Street 72  #12-13 ,1,112,Strata,935000,-,8348,776,2011-10,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518767,East Region,Pasir Ris
THE EDEN AT TAMPINES,21 Tampines Street 34  #07-06 ,1,116,Strata,890000,-,7672,713,2011-10,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529232,East Region,Tampines
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #02-05 ,1,116,Strata,970000,-,8362,777,2011-10,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529864,East Region,Tampines
WHITEWATER,23 Pasir Ris Street 72  #01-05 ,1,116,Strata,910000,-,7845,729,2011-10,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518765,East Region,Pasir Ris
THE EDEN AT TAMPINES,21 Tampines Street 34  #03-05 ,1,116,Strata,888888,-,7663,712,2011-10,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529232,East Region,Tampines
WHITEWATER,25 Pasir Ris Street 72  #10-11 ,1,111,Strata,840000,-,7568,703,2011-10,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris
WHITEWATER,33 Pasir Ris Street 72  #14-25 ,1,105,Strata,875000,-,8333,774,2011-10,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518770,East Region,Pasir Ris
WHITEWATER,33 Pasir Ris Street 72  #11-25 ,1,107,Strata,855000,-,7991,742,2011-10,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518770,East Region,Pasir Ris
PINEVALE,6 Tampines Street 73  #03-01 ,1,120,Strata,909000,-,7575,704,2011-10,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528825,East Region,Tampines
EASTVALE,35 Pasir Ris Drive 3  #05-06 ,1,119,Strata,953000,-,8008,744,2011-10,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519493,East Region,Pasir Ris
WHITEWATER,21 Pasir Ris Street 72  #04-04 ,1,105,Strata,820000,-,7810,726,2011-09,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518764,East Region,Pasir Ris
PINEVALE,2 Tampines Street 73  #07-04 ,1,120,Strata,909000,-,7575,704,2011-09,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528823,East Region,Tampines
THE EDEN AT TAMPINES,27 Tampines Street 34  #06-23 ,1,116,Strata,890000,-,7672,713,2011-09,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529235,East Region,Tampines
WHITEWATER,21 Pasir Ris Street 72  #07-03 ,1,89,Strata,780000,-,8764,814,2011-09,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518764,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #09-05 ,1,116,Strata,983800,-,8481,788,2011-09,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529864,East Region,Tampines
SIMEI GREEN CONDOMINIUM,3 Simei Street 4  #04-02 ,1,111,Strata,888888,-,8008,744,2011-09,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529862,East Region,Tampines
EASTVALE,37 Pasir Ris Drive 3  #05-02 ,1,120,Strata,925000,-,7708,716,2011-09,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519494,East Region,Pasir Ris
THE EDEN AT TAMPINES,33 Tampines Street 34  #02-34 ,1,115,Strata,900000,-,7826,727,2011-09,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529238,East Region,Tampines
EASTVALE,35 Pasir Ris Drive 3  #06-06 ,1,119,Strata,905000,-,7605,707,2011-09,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519493,East Region,Pasir Ris
